mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.6597435951232911,0.03388199817571326,0.10325708389282226,0.00905700997018167,,sqrt,1,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9724729001999517,0.97350629407367,0.9720032584511009,0.9714330413016271,0.9720510703169664,0.9722933128686633,0.0006908625335491401,17,0.9830363089488774,0.9832761300965043,0.9830578949434466,0.9838765371199042,0.9835911450194209,0.9833676032256307,0.0003234276096830342
1.3771914958953857,0.030376759612269242,0.16756396293640136,0.011083863434718942,,sqrt,1,2,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.9726940162006793,0.97350629407367,0.9720032584511009,0.9714330413016271,0.9722617607993181,0.972379674165279,0.0006956708220847903,13,0.9830363089488774,0.9832761300965043,0.9830578949434466,0.9838765371199042,0.9835911450194209,0.9833676032256307,0.0003234276096830342
2.0210121631622315,0.05763696290842692,0.2374734878540039,0.015183341122393999,,sqrt,1,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 300}",0.9726940162006793,0.97350629407367,0.9717838820702642,0.9714330413016271,0.9722617607993181,0.9723357988891118,0.0007243540149414196,15,0.9830363089488774,0.9832761300965043,0.9830578949434466,0.9838765371199042,0.9835911450194209,0.9833676032256307,0.0003234276096830342
0.6610776901245117,0.036719332723725275,0.09764070510864258,0.015995405104450678,,sqrt,1,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.9738659821647374,0.973692400936983,0.9723137826856965,0.9721232280034845,0.9720250454713731,0.9728040878524549,0.0008034420935715583,1,0.982771319094189,0.9830232803939617,0.9827543334954568,0.9836502122749137,0.9833828717010714,0.9831164033919185,0.000350658511534811
1.319328212738037,0.04261271322152132,0.17560772895812987,0.01330818240357687,,sqrt,1,5,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9738659821647374,0.973692400936983,0.971854186961448,0.9722617607993181,0.9718872435755762,0.9727123148876127,0.0008844933063134885,3,0.9827188083480509,0.9830101873151494,0.9827543334954568,0.9835748388235163,0.9833828717010714,0.983088207936649,0.00033989756399062436
1.9514230728149413,0.08191768825978536,0.23929157257080078,0.013117500569082952,,sqrt,1,5,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 300}",0.9740065233308925,0.973692400936983,0.9720844811753903,0.9718396082032447,0.9718872435755762,0.9727020514444173,0.0009456798892421458,5,0.982771319094189,0.9830101873151494,0.9827543334954568,0.9835501417298705,0.9833828717010714,0.9830937706671474,0.00032187971103094697
0.6382229804992676,0.016403092269915546,0.10384516716003418,0.012410219750344183,,sqrt,1,10,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.9737977422187948,0.9736032283821402,0.9702807759920201,0.9708552926607505,0.9703771880486101,0.9717828454604632,0.0015789897132058664,43,0.9811994216534669,0.9814322130111605,0.981366944941125,0.9822285730104099,0.9818525906657753,0.9816159486563876,0.00037431655626008934
1.2441465377807617,0.038296455420152545,0.17145051956176757,0.015050054356401608,,sqrt,1,10,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.9742211193824097,0.9733633140188532,0.9701465888192548,0.9708552926607505,0.9706171337669022,0.971840689729634,0.00163235440574545,39,0.9811783416241977,0.9815482908117641,0.981345127916688,0.9822285730104099,0.9818199240414902,0.9816240514809099,0.00037040724875610795
1.8548851490020752,0.04080388852117669,0.23459582328796386,0.013845409826193044,,sqrt,1,10,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 300}",0.9740259740259741,0.9733633140188532,0.9701465888192548,0.9712632275132275,0.9702428297384551,0.971808386823153,0.0016028244975948354,41,0.9812556705506147,0.9815095727197587,0.9813284003006734,0.9822438525318868,0.9819330750297812,0.9816541142265429,0.0003771868423233482
0.6421592712402344,0.04360819689998248,0.10328965187072754,0.0094494694294721,,sqrt,2,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.9715385800092408,0.9713250129448104,0.9691974536561689,0.9709825528007346,0.9693553896452447,0.9704797978112399,0.0009996870710460746,107,0.9804999146121517,0.9808512111411135,0.9805604767984873,0.9817565689532031,0.9810862298765554,0.9809508802763022,0.00045457069870744336
1.260358715057373,0.05751688752836662,0.1587049961090088,0.009215071683530264,,sqrt,2,2,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9718126913578065,0.9710680402041519,0.9702983114793512,0.9709825528007346,0.9699896591934172,0.9708302510070922,0.0006378844471669404,85,0.9804004543531036,0.9808129182445758,0.9807354613693229,0.9818299749200033,0.9811255334281649,0.980980868463034,0.0004831608808530544
1.8258919715881348,0.03463400133366745,0.2217618465423584,0.018556212793324058,,sqrt,2,2,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 300}",0.9716754850088183,0.9708097253101915,0.9702983114793512,0.9709825528007346,0.9701085646413247,0.9707749278480842,0.0005525441648137693,93,0.9804004543531036,0.9808129182445758,0.9807354613693229,0.9818299749200033,0.9812227128690646,0.981000304351214,0.0004904883647506287
0.608357286453247,0.017227247244096282,0.09592533111572266,0.005945042487686558,,sqrt,2,5,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.9718126913578065,0.9714438122332859,0.9698914390338628,0.9708858214955777,0.9699896591934172,0.97080468466279,0.0007654317511943058,89,0.9804021698232402,0.9808131715700439,0.9809641800143556,0.9817782668321743,0.9810863833456208,0.981008834317087,0.00044863347457079264
1.227794361114502,0.061321729924153696,0.15404973030090333,0.019451655656413193,,sqrt,2,5,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9717884307973369,0.9714438122332859,0.9700254422266813,0.9709825528007346,0.970474945533769,0.9709430367183616,0.0006368858287221721,71,0.9804811399014297,0.9809479221959564,0.9808124027363306,0.9817738139175836,0.9812770846877109,0.9810584726878023,0.0004394517629989407
1.8700725078582763,0.06512924121967496,0.21108922958374024,0.009940536021223025,,sqrt,2,5,300,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 300}",0.9717884307973369,0.9714438122332859,0.9701637120991959,0.9709825528007346,0.9702254916941345,0.9709207999249376,0.0006460300511279857,73,0.9805199506563116,0.9809479221959564,0.9808702373214819,0.981847067374726,0.9813161426591274,0.9811002640415207,0.00045104384507960464
